patplaqueta,status,organograma_name,material_id,material_name,nota_fiscal,serie_nota_fiscal,numero_empenho,ano_empenho,incluido_por,incluido_em,modificado_por,ultima_modificacao
156777,Ativo,2768 - ESC FUND TEMPO INT P M CLEONICE BARBOSA DE ALMEIDA,659,MONITOR 19.5 AOC SÉRIE E 20E1H LED WIDE VGA/HDMI,1100,1,008272,2022,ANDRE DE MOURA BEZERRA,14/03/2023 12:05,GEAN FABIO CARVALHO DE OLIVEIRA,14/03/2023 12:05
